                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.0352,                0.59376,                0.82481,                0.78459,                0.52648,                0.56518,                0.33896,                 1.4281,                0.69492,                0.93996,               0.002377,               0.002377,               0.002377
                    156,                 1.0323,                0.59949,                0.82656,                0.78503,                0.52666,                0.56584,                0.33974,                  1.427,                0.69415,                0.94025,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.0321,                0.59474,                0.82412,                0.78483,                0.52709,                0.56593,                0.34005,                 1.4266,                 0.6935,                0.94027,               0.002278,               0.002278,               0.002278
                    158,                 1.0305,                0.59367,                0.82805,                0.77965,                0.52683,                0.56593,                0.34011,                 1.4268,                0.69351,                0.94039,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.0325,                0.59629,                0.82759,                0.77906,                0.52788,                0.56671,                0.34051,                 1.4256,                0.69337,                0.94025,               0.002179,               0.002179,               0.002179
                    160,                 1.0159,                0.58812,                0.82444,                0.77698,                0.52824,                0.56665,                0.34051,                 1.4255,                0.69284,                0.94008,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.0128,                0.58258,                0.82588,                0.77908,                0.52793,                  0.566,                0.34046,                 1.4255,                  0.693,                0.94011,                0.00208,                0.00208,                0.00208
                    162,                 1.0106,                0.57934,                 0.8268,                0.77868,                0.52822,                0.56665,                0.34043,                 1.4253,                0.69338,                0.93991,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0023,                0.57503,                0.82368,                0.78072,                0.52816,                0.56753,                0.34115,                 1.4244,                0.69287,                0.94005,               0.001981,               0.001981,               0.001981
                    164,                 1.0037,                0.57807,                0.82229,                0.77998,                0.52788,                0.56748,                0.34139,                 1.4243,                0.69285,                0.94002,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.0098,                0.57863,                0.82704,                0.78038,                0.52887,                0.56808,                0.34105,                 1.4236,                0.69273,                0.93966,               0.001882,               0.001882,               0.001882
                    166,                 0.9972,                0.58112,                0.82509,                0.78368,                0.52793,                0.56731,                0.34125,                 1.4231,                0.69198,                0.93964,              0.0018325,              0.0018325,              0.0018325
                    167,                0.98909,                0.56944,                0.82174,                0.78265,                0.52818,                0.56812,                0.34111,                 1.4231,                0.69207,                0.93961,               0.001783,               0.001783,               0.001783
                    168,                0.99736,                0.56845,                0.82227,                0.78086,                0.52884,                0.56857,                0.34093,                 1.4235,                0.69183,                0.93955,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.0018,                0.57763,                0.82264,                0.78237,                 0.5297,                0.56898,                0.34109,                 1.4241,                0.69178,                0.93971,               0.001684,               0.001684,               0.001684
                    170,                0.98486,                0.56728,                0.82244,                0.78595,                0.52848,                0.56819,                0.34119,                 1.4228,                 0.6905,                0.93956,              0.0016345,              0.0016345,              0.0016345
                    171,                0.98559,                 0.5708,                0.82278,                0.78796,                0.52872,                0.56885,                0.34172,                  1.422,                0.69087,                0.93978,               0.001585,               0.001585,               0.001585
                    172,                0.97662,                0.56102,                0.82076,                0.79217,                0.52807,                0.56957,                0.34207,                 1.4229,                 0.6911,                0.94012,              0.0015355,              0.0015355,              0.0015355
                    173,                0.97595,                0.56154,                0.82018,                0.79657,                0.52701,                0.56924,                0.34188,                  1.422,                0.69075,                0.94062,               0.001486,               0.001486,               0.001486
                    174,                0.97542,                0.56048,                0.81895,                0.79607,                0.52731,                0.56999,                0.34191,                 1.4224,                0.69104,                0.94047,              0.0014365,              0.0014365,              0.0014365
                    175,                0.96207,                0.55342,                0.81839,                 0.7962,                0.52688,                0.57016,                0.34241,                 1.4215,                0.69079,                0.94074,               0.001387,               0.001387,               0.001387
                    176,                0.96675,                0.54917,                0.81957,                0.79649,                0.52713,                0.57017,                0.34266,                 1.4212,                0.69031,                 0.9408,              0.0013375,              0.0013375,              0.0013375
                    177,                0.96916,                 0.5546,                0.81874,                0.79737,                0.52766,                0.57051,                  0.343,                  1.421,                0.68993,                0.94102,               0.001288,               0.001288,               0.001288
                    178,                0.95579,                0.54613,                0.81922,                0.79607,                0.52712,                0.57054,                0.34289,                 1.4205,                0.68959,                0.94078,              0.0012385,              0.0012385,              0.0012385
                    179,                0.96807,                 0.5588,                0.81811,                0.79724,                 0.5272,                0.57077,                0.34276,                 1.4208,                 0.6901,                0.94087,               0.001189,               0.001189,               0.001189
                    180,                0.95338,                0.55221,                0.81854,                0.79614,                0.52802,                0.57094,                0.34308,                 1.4205,                0.68952,                0.94115,              0.0011395,              0.0011395,              0.0011395
                    181,                 0.9477,                0.54875,                0.81994,                0.79247,                0.52916,                0.57102,                0.34296,                  1.421,                0.69016,                0.94114,                0.00109,                0.00109,                0.00109
                    182,                0.93639,                0.53535,                0.81789,                0.79494,                0.52892,                0.57095,                0.34268,                 1.4204,                0.68933,                 0.9412,              0.0010405,              0.0010405,              0.0010405
                    183,                0.94221,                0.54407,                0.81837,                0.80219,                0.52817,                0.57118,                0.34313,                 1.4203,                0.68978,                0.94123,               0.000991,               0.000991,               0.000991
                    184,                0.93737,                0.53792,                0.81782,                0.79966,                 0.5282,                 0.5713,                0.34285,                 1.4195,                0.68903,                0.94132,              0.0009415,              0.0009415,              0.0009415
                    185,                0.92983,                0.53502,                 0.8146,                0.79998,                 0.5282,                0.57109,                0.34315,                 1.4196,                0.68911,                0.94147,               0.000892,               0.000892,               0.000892
                    186,                0.93232,                0.53497,                0.81441,                0.80316,                0.52589,                0.57088,                0.34362,                 1.4191,                0.68913,                0.94165,              0.0008425,              0.0008425,              0.0008425
                    187,                0.92717,                 0.5337,                0.81723,                0.80219,                0.52566,                0.57068,                0.34319,                 1.4198,                0.68859,                0.94162,               0.000793,               0.000793,               0.000793
                    188,                0.92007,                0.52241,                0.81436,                0.80364,                0.52532,                0.57136,                0.34355,                 1.4202,                0.68877,                0.94179,              0.0007435,              0.0007435,              0.0007435
                    189,                0.90969,                0.51905,                0.81175,                0.79954,                0.52684,                0.57106,                0.34337,                 1.4206,                0.68973,                0.94184,               0.000694,               0.000694,               0.000694
                    190,                0.91371,                0.52126,                 0.8131,                0.79761,                0.52781,                0.57108,                0.34379,                 1.4208,                0.68941,                0.94219,              0.0006445,              0.0006445,              0.0006445
                    191,                0.91139,                0.51933,                0.81319,                0.79725,                0.52805,                0.57094,                0.34332,                 1.4207,                 0.6899,                 0.9423,               0.000595,               0.000595,               0.000595
                    192,                0.91195,                0.51938,                0.81254,                0.79808,                 0.5278,                0.57072,                0.34375,                 1.4209,                0.68981,                0.94249,              0.0005455,              0.0005455,              0.0005455
                    193,                0.90675,                0.51582,                 0.8128,                0.78998,                0.52725,                0.57076,                0.34403,                 1.4211,                0.68903,                 0.9425,               0.000496,               0.000496,               0.000496
                    194,                0.90435,                  0.518,                0.81449,                0.79075,                0.52737,                0.57103,                0.34442,                 1.4206,                0.68901,                 0.9425,              0.0004465,              0.0004465,              0.0004465
                    195,                0.90196,                0.51662,                0.81461,                 0.7923,                0.52682,                0.57106,                0.34418,                 1.4206,                 0.6886,                0.94258,               0.000397,               0.000397,               0.000397
                    196,                0.89098,                0.50758,                0.81273,                0.79301,                0.52691,                0.57129,                0.34383,                 1.4208,                0.68879,                0.94274,              0.0003475,              0.0003475,              0.0003475
                    197,                0.88678,                0.50455,                0.81194,                 0.7932,                0.52678,                0.57125,                0.34407,                 1.4206,                 0.6883,                0.94261,               0.000298,               0.000298,               0.000298
                    198,                0.88946,                0.50451,                0.81038,                0.79181,                0.52659,                0.57113,                0.34427,                  1.421,                0.68852,                0.94272,              0.0002485,              0.0002485,              0.0002485
                    199,                0.88372,                0.50102,                0.80899,                0.79236,                0.52601,                0.57135,                0.34437,                 1.4208,                0.68783,                0.94282,               0.000199,               0.000199,               0.000199
